facility,survey_item,response,auditor_assigned_category,re_assigned_response,translated,original_language
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,Wonderful facility with wonderful enriching programs.  I will be attending yet another by the end of this month.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,Excellent variety of events are provided for all to enjoy.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"The MACC is a gem in our community, we all should support it and defend its purpose",Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"The ESB-MAAC offers informative, entertaining cultural programs. It’s an important space not only to Latinos but also to others to see more of our culture. They’re doing a wonderful job.",Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,Both my 8 and near 16 year olds have done camps at the MACC.  Love the summer camps.  My daughter still has a pen pal from her last camp in 2011.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"There are much more needs for Spanish programs for kids and adults. AISD has been implementing Dual Language Programs for the last 10 years, ESB-MACC needs to provide more programs to align with this bilingual education",Suggestion,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"Very enjoyable visit, please continue funding.",Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,They do their best to incorporate community organizations,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,I though that it was a wonderful experience.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,ESB-MACC is a gem and contributes so much to Austin culture.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,Great quality of events,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,Great summer camp Cosecha.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"The MACC could be a great treasure for the City, but it's programs don't seem to be created with much context and are definitely not publicized well.  Their website is connected to the City and it is almost impossible to find out what is going on unless you visually see people there, then spend time checking the web to try to find out if it is open to the public.  Many of their programs are poorly attended, even the best ones.  It's sad to see something so needed by the community that could help bring Latinx members together and increase knowledge and inclusivity amonty other groups.",Negative,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"The ESB-MACC provides a vital space for Latinx and Hispanic communities and others to learn and present Mexican American cultural arts. With Mexican American representing a growing number of our population, it is more and more important that we support and grow the facilities that reflect the beauty and history of the Mexican American culture.",Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,The staff at this culture center is the friendliest that I’ve experienced.  I believe that the programming leans more towards Latino (which is mostly Mexican)  The Mexican American Culture should be displayed and taught more than other Cultures.  The ESB-MACC board members should be required to have knowledge of the Mexican American Culture.,Negative,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,I have enjoyed the offerings at the MACC. It allows me to teach my daughter about our culture with other Hispanics.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,MACC is a Mexican cultural piece of Austin and needs to stay that way. Do not change that ever. Keep the plays and performances Latino/Mexican-American/Spanish oriented as much as possible. That is all we have!,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,It’s a great place with wonderful educational programming that is appreciated especially in this political climate.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,It would be wonderful to see other Latin cultures incorporated. Have events so we learn more about other Latin cultures.,Suggestion,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"1) wonderful music events and art exhibits

2) perhaps more classes,",Positive,True,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"love the events - art, dia de los Muertos, summer activities",Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,Awesome! Love the summer camps and programs throughout the year,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"The staff have always been very receptive to helping and providing tours, etc. I also utilized their services with my son when he was younger and he attended their summer camps.  We were always very happy with their programs.",Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,I have not been impressed w the programming there. The pr on events is bad! Plus I don’t understand why the city wants to spend a lot of money upgrading or expanding when it’s already huge,Negative,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"1) This facility is beautiful, but underused. I feel like so much more could be done.

2) I believe this facility should support more language instruction for people wishing to strengthen their Spanish. This could include musical instruction in Mexican folk songs, films, poetry slams, readings and guest speakers. I would like to see more programming tied with other events in the Austin community. A reception for Spanish authors during the Book Festival. Programing (concerts and/or panels) featuring Mexican bands or panels linked to Mexican themes during SXSW or SXSW.EDU. Mariachi bands during HONK.",Negative,True,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,The Austin Museum day event was amazing!  It was so inspiring to take my nephew to see an artist at work and give him the opportunity to interact with him.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,We attend the Day of the Dead celebration each year. It's fabulous! Sometimes I'm not sure if people outside the Mexican-American community are permitted or welcome to attend other programs and classes there.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,more Spanish language or dual language programs!,Suggestion,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,I’ve participated in various events at ESB and have always  found them wondeful.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,need more events  maybe consider a Hispanic film element during SXSW,Suggestion,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"1) We say abstract 3-dimensional art about The Wall at the border. I took two young teenage CASA kids of Mexican heritage last year  and we also saw photographs taken by young photographers. They were most excited about the aquarium of Axolotls and information about them as the fascinating and endangered species that they are.

2) The facilities are impressive. I signed up to get emails about programs but have not received any so far and it has been several months since I visited. I would like knowing if any scholarships for art classes are available as I work with CASA kids with very limited resources.",Positive,True,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"1) Should be more programming for LOCAL AREA ARTISTS.  (Travis/surrounding counties)Opportunities for them to showcase works.  Classes done by artist to community.

2) PLEASE allow LOCAL artist to showcase works in the gallery so Austin and Area artist have opportunity to get known and established.  Allow artist to come in and do craft and art classes at minimal cost.  Artisan market would be a great draw for the center (court yard area)to have on a quarterly basis with small booth fees artist to afford to participate.  Could be a great draw for all of Austin and visitors to come support local community artist.  The new director for the center must be HISPANIC and LOVE OUR CULTURE and RICHNESS of what it has to offer!!!  This place is not just for the ELITE.  Emma would not have wanted to be this way!",Suggestion,True,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,The experience was rare in its perfection and beauty.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"This center has great programs, interesting events and the staff is always helpful, kind and a pleasure to engage with. The facility is always clean, well maintained - I can feel the love, pride and joy every-time I visit.",Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"1) I've enjoyed the events at the ESB-MACC immensely. Staff, volunteers and vendors have been friendly and helpful.

2) I'm 62 years old, majored in Chicano Studies at UT, so i really appreciate the cultural and historical aspects of many of the events. I've taken friends who have no background/experience with chicano history, dance, etc and they in turn have spread the word. It does take a village.",Positive,True,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,Parking can be a problem.  My group meets there twice monthly and would like to have a permanent room where we can store & display materials.  Room would be for public use.  We are a genealogy group---Tejano Genealogy society of Austin.,Suggestion,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,I love the MAC! I got to an event at least once a month. And yes I would say that going to the art exhibits and theatre productions there make a huge positive impact on my life.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,I attended an excellent exhibit of art by Jesus Toro Martinez.   And I was very impressed by the building and the outdoor art pieces.   This was my first visit to the Emma Barrientos Center.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,Mexican American Charro and the Mexican American Escaramuza.  MACC does not provide support or education about this art and culture.,Suggestion,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"I love the events at the MACC, especially Centroamericanto Fest has brought cultural enrichment to Austin.",Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,I am a visitor to Austin and my experiences there are rewarding and appreciated by the Mexican Culture program.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"I have mostly had wonderful experiences at the MACC. Last year, however, I took one of my grandchildren to a show put on by Proyecto Teatro that was billed as a comedy for children, but it was terribly frightening and inappropriate.",Negative,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,It was great,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"ESB-MACC addresses many Latino/Latina programs,  however I think each of these programs require their own autonomy.    My suggestion would be to expand the facility on order to accommodate the various hispanic ethnicities and programming.",Suggestion,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"The name ""mexican american"" cultural center does NOT reflect a mission encompassing ""latino cultures"", and pretty explicitly draws a line between mexican americans and mexicans. And neither of those encompass folks from latin america who identify as indigenous or mestizo. The programming does generally have that broader scope, but many folks in immigrant-heavy north austin feel like the name already excludes them.",Negative,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,I wish there was more weekend programs (Sunday) and younger (3 & under) programs. I love the music events they’ve had recently.,Suggestion,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,The events I attended were well done and the crowd seem to be enjoying themselves.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,Great variety of programs and activities,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,The last art exhibition I attended featured a local Austin artist who was born and raised in east Austin. His work was amazing and the event was very well attended. I was pleased to see everyone enjoying the event.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"as large as the Mexican American culture is here in Austin, I'm surprised we don't have more events",Suggestion,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,I love the programming and feel they have been very accessible. They were also a big part of me feeling connected to the austin community when I first moved to austin 6 years ago.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,I love everything they have! Just wish I had more time to go. I love the art shows and theater productions.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,ALL of the Cultural Center should be removed from PARD and out into a more relevant department.,Suggestion,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"I haven't been able to attend as many programs and events as I would like, but really enjoy seeing the variety of offerings.  We were both pleased for MACC and disappointed for ourselves that summer program filled up so quickly last year.  Also were disappointed when we tried to attend pastorela performance in 2018 but it was mysteriously cancelled or had short run with no communication sent out/calendar not updated.",Negative,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,The work they do with the community is incredible.,Positive,False,True,Spanish
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,They're good. They need more parking,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,I really appreciate their efforts to preserve culture,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"Wonderful offerings seem to be somewhat under utilized & publicized by mainstream public, but you can't make uninterested horses drink avail. water..",Suggestion,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"1) The events here are always curated to reflect and engage the community. I appreciate this space esp. during Cine Las Americas and SXSW!

2) Do they still have bilingual yoga here? I loved that!",Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"More support is needed to promote events to Hispanics, also the community needs to support these events and programs, like in the AISD public schools, I would like to see a partnership with the school to promote our culture in the school, bilingual plays in the schools that have the dual program, more workshops for children and teens.",Suggestion,False,,Spanish
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"I love the MACC and it's programming, sometimes I wish there were more of it, particularly more larger, outdoor, family friendly events.",Suggestion,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,I love the holiday programs and speakers,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"There needs t be more active promotion of events and activities besides just on-line promotion.  I don't see a MACC presence in radio, tv or print media.  There are a variety of all 3, many free as interviews, ""what's going on"" morning tv talk & news shows.",Suggestion,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"I attended the Curanderismo class and helped with their health fair.  I loved the location, art and other classes available.",Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"I was a bilingual teacher at Sanchez Elementary for 27 years. Helped recruit students from Sanchez, Metz & Zavala when Academia Cuathli first begin.",N/A,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,I really enjoyed the Arte Texas “La Lucha Sigue” from local community artists.   It was an eye opener for me to know all these amazing these artists all live in the community.   I was so amazed with all of their amazing work.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,The Center offers a wealth of information and resources as well as connections to other centers. I was very pleased with my two visits this year.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,My mom keeps reminding me about the Beautiful Altars featured at the MACC during DOD festivities. It was well organized & programming was excellent!,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"The events I've been to didn't seem to have a large turnout, which makes me a little sad. They do a good job there!",Negative,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"would like to see more bilingual programs, expecially for kids/teens",Suggestion,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,Culture is very important for younger generation to understand,N/A,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,facility beautiful; easy parking much appreciated;staff friendly and helpful with wheel  chair accommodation;  programs excellent for all ages; english and spanish available; and most things are free or reasonably priced or by donation,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,Loved it!,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,I wish there was a museum or semi-permanent attraction there for tourists to learn about and enjoy the rich Hispanic culture in Austin.,Suggestion,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,The best,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"1) Always good feeling after visiting this site. It makes me proud to have a cultural place not only for me but for my family.

2) Last time I check online for this new years monthly activities or programs but it was not available until a bit late.",Positive,True,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"We wish there were more events, and better publicized",Suggestion,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,Beautiful venue!!! Loved the exhibitions and the personnel/staff was so kind and helpful,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"1) The events have been well organized and impactful.

2) My family and i really enjoy participating in events at the MACC. My young children, 3 and 6 years old,are connected to the space and always look forward to being there. We only speak Spanish in our family and it makes me proud to take them there. I’m Mexican-American. Viva!",Positive,True,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,Excellent programs for all members of a family,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,Their summer camp for kids is excellent!,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,Wonderful exhibitions and cultural experience for children and adults.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,Have enjoyed so much art and theater at the ESB-MACC over the years.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,We love the Dias de los Muertos celebration.  I really value the work they do to create joyful understanding of the mexican american and latino cultures and all they have to contribute to the arts and the well being of humanity.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,Programs  well planned,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,I truly wish you had more vacation camps and that the summer camp was more dual language based,Suggestion,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"Would like to see more programming and inclusion of the Mexican American culture and impact on the local community in city funded newspapers, commercials, and information.",Suggestion,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,Staff work hard to get programs that relate to all Hispanic ethnic groups,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,I am very familiar and supportive of the programming. Herlinda Zamora has had a vision and mission of the MACC and reflects professionally. I never been disappointed.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"The MACC is a local treasure. It’s beautiful, accessible, connected, and seems to have a LOT of programming.     Also, it’s rehearsal and stage spaces are indispensable to the dance and theater communities. They remain among the very very few spaces that are suitable and hospitable for dance, in particular, and audiences.",Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"It is a lovely, light-filled facility, the art is amazing, the staff warm and welcoming, and I and my group have enjoyed it on multiple occasions.",Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,its ok could be better,Negative,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,I always look forward to attend programs and events at the ESB-MACC as much as I can.  It gives me and my family an opportunity to increase awareness of latino culture and issues as well as enjoy arts,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"1) All the events that I have gone to have been full of positive energy and joy.

2) I liked a lot learning about Sor Juana Ines de la Cruz and meeting Dolores Huerta (a true honor.)",Positive,True,True,Spanish
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"Thank you for hosting summer camps at ESB-MACC.  My daughter has attended two excellent summer camps over 2 years, and she learned quite a bit. My active son didn't quite enjoy it as much, but that was to be expected. The camp brought me to ESB-MACC, and I wouldn't have visited otherwise.  Great job.",Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,Always a good time at the MAC. I do miss the car show that they use to have. It's been a now show for the last two or three years. Why?,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"I would love to see opportunities for elementary students to visit and participate in bilingual/Spanish activities. As a dual language teacher, we really need more options for field trips.",Suggestion,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"1) NOBODY DOES IS LIKE THE MACC, THEIR PROGRAMS ARE FANTASTIC FOR THE ENTIRE FAMILY, IT HAS ENRICHED MY LIFE AND MY DAUGHTER'S LIVES MANY, MANY TIMES AND THEIR PATIO SHOULD BE A HERITAGE SITE OF IT'S OWN.  GREAT ARCHITECTURE AND GREAT SPACE FOR FAMILY TO ATTEND DOWNTOWN EVENTS

2) THEIR ACTIVITES ARE SO INCREDIBLE FOR YOUTH",Positive,True,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,Love the variety of offerings,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,I am a big fan of the ESB-MACC and its programs.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,I especially love the films and plays in the black box theater.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"During outside events like the Mexican-American Experience, there are port-o-potties and I don't think the restrooms are open. It would be better if the restrooms are open so we can wash our hands, especially if we buy food from one of the vendors.",Suggestion,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,We need more bilingual programming at the MACC. It’s a little embarrassing that our Mexican American Cultural Center doesn’t have events and programs in Spanish.,Suggestion,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,1) Have paid for two classes and been extremely disappointed by both.  The first was cancelled due to low interest but we were not told until we showed up at the door and were sent home.  A simple phone call in advance would have been appreciated.  The second class I attended was advertised as an adult are project involving tin and ended being a simple cardboard project that was more suited for a child.  And my biggest issue is with parking.  It is hard to get into the lot and there are never enough D slots available.  Parking attendants never quite know what to do in that situation.,Negative,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"This center has fabulous family events, but it needs more free parking!",Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"The managing Director, Herlinda Zamora does outstanding work and probably is underpaid given the program level of the MACC.  The variety of expressions is great.  Just a shame the MACC never got the building extensions intended.",Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,I really liked the program they had for Austin Museum Day.,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"I had only one concern with the ESB-MACC. My late husband was given an Award of Excellence & we were told that his name would be on the wall of ""petals."" That never happened, and indirectly we learned that he would not receive that honor, that his award (posthumous) was not included like the others. This was disappointing to say the least.  But, overall, we love the MACC and are incredibly grateful for its presence, programs and fantastic staff.",Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,I love it,Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,I think more local and grassroots artists should be featured here. I also think getting to the MACC is difficult; perhaps a shuttle would be helpful in bringing more of the elder Latinx community to the center.,Suggestion,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"This center has provided so much for our community,  Arts, Music, Culture etc. It should continue as such!",Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"I believe that the programming should include programming geared to increasing the bilingualism of the Austin community, especially kids, in addition, to increasing cultural awareness and pride.",Suggestion,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"It seems vastly underutilized!  Why aren’t there more classes, meetings, and performances?  And why aren’t its offerings more publicized online?",Negative,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,"My mother always actively participates in the dia de los muertos altars, which brings her much joy.",Positive,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,There is a need for more historic exhibits connecting the past contributions of East Austin residents and present.,Suggestion,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,There have been an absence of exhibits regarding the connection between the community and the Community history within Austin,Suggestion,False,False,English
Emma S. Barrientos Mexican American Cultural Center,Please let us know if you have any additional thoughts about your experiences with programs and events at the MACC.,great place for events and love the different themes,Positive,False,False,English
